category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,gluon_mxfp4_moe_stage1_kernel.kd,644,370.962,576.027,13.6932
MoE,gluon_mxfp4_moe_stage2_1x2_kernel.kd,644,271.453,421.511,10.0200
input projections,gluon_latent_input_prefill_gfx950.kd,552,258.924,469.065,9.5575
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x208x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA512_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_13_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1.kd,414,248.882,601.164,9.1869
MLA attention,gluon_mla_prefill_gfx950.kd,360,212.738,590.939,7.8527
AttnRes,gluon_attn_res_fwd_gfx950.kd,1309,212.110,162.040,7.8295
dense GEMM,gluon_mm_a16w16_prefill_gfx950.kd,552,171.773,311.183,6.3406
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx950.kd,552,156.077,282.748,5.7612
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT224x256x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA128_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT7_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1.kd,1116,140.014,125.460,5.1683
MoE,gluon_mxfp4_moe_stage2_reduce_kernel.kd,644,129.309,200.790,4.7731
KDA other,gluon_kda_paged_prefill_preprocess_gfx950.kd,552,60.426,109.468,2.2305
add3,_add3_kernel.kd,644,47.885,74.355,1.7675
MoE,_gather_package_cdna4_scale_kernel.kd,644,36.975,57.415,1.3649
