category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,gluon_mxfp4_moe_stage1_kernel.kd,9016,5484.313,608.287,12.9649
input projections,gluon_latent_input_prefill_gfx950.kd,9016,4184.721,464.144,9.8927
MoE,gluon_mxfp4_moe_stage2_1x2_kernel.kd,9016,4146.192,459.870,9.8016
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x208x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA512_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_13_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1.kd,7003,4112.105,587.192,9.7210
AttnRes,gluon_attn_res_fwd_gfx950.kd,18326,3381.810,184.536,7.9946
MLA attention,gluon_mla_prefill_gfx950.kd,5856,3331.384,568.884,7.8754
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx950.kd,7866,2457.491,312.419,5.8095
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT224x256x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA128_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT7_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1.kd,16833,2410.044,143.174,5.6973
dense GEMM,gluon_mm_a16w16_prefill_gfx950.kd,7640,2351.541,307.793,5.5590
MoE,gluon_mxfp4_moe_stage2_reduce_kernel.kd,9016,1952.359,216.544,4.6154
KDA other,gluon_kda_paged_prefill_preprocess_gfx950.kd,7866,952.273,121.062,2.2512
add3,_add3_kernel.kd,9016,760.735,84.376,1.7984
MoE,_gather_package_cdna4_scale_kernel.kd,9016,540.218,59.918,1.2771
