category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,_matmul_decode.kd,11776,88.223,7.492,14.3679
other,gluon_linear_attnres_partials_gfx1250.kd,5440,71.744,13.188,11.6842
input projections,gluon_latent_input_decode_gfx1250.kd,5888,64.402,10.938,10.4885
dense GEMM,_rowcta_gemv_kernel.kd,12480,51.202,4.103,8.3387
other,_attnres_combine_kernel.kd,11840,43.082,3.639,7.0163
dense GEMM,_rowcta_gemv_add3_kernel.kd,5888,37.749,6.411,6.1477
MLA attention,_mla_decode_fwd_kernel_num_query_heads_12_num_queries_per_kv_NONE_num_tokens_per_seq_1_TILE_SIZE_64_KV_LORA_RANK_512_QK_ROPE_HEAD_DIM_64_BLOCK_Q_1_BLOCK_M_16_NUM_HEAD_BLOCKS_1_NUM_KV_SPLITS_64_num_warps_2_num_stages_2.kd,1536,36.008,23.443,5.8643
KDA other,gluon_kda_fused_paged_decode_vmajor_gfx1250.kd,4416,28.237,6.394,4.5986
MoE,_decode_sigmoid_bias_topk_kernel.kd,5888,27.947,4.746,4.5515
MoE,_precomputed_topk_route_m1_canonical_gfx1250_kernel.kd,5888,22.951,3.898,3.7378
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,4480,20.620,4.603,3.3581
rmsnorm,_rmsnorm_kernel.kd,5952,18.403,3.092,2.9970
elementwise,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>) [clone .kd]",5504,16.846,3.061,2.7435
other,_mla_reduce_project_value_kernel.kd,1536,16.506,10.746,2.6881
MoE,_weighted_topk_reduce_gfx1250_kernel.kd,5888,16.023,2.721,2.6095
other,gluon_mla_normalize_project_query_gfx1250.kd,1536,14.428,9.393,2.3496
other,_fp8_quantize_kernel.kd,5888,13.714,2.329,2.2335
