category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
input projections,gluon_latent_input_decode_gfx950.kd,5888,106.369,18.065,12.9953
AttnRes,gluon_linear_attnres_partials_gfx950.kd,5440,97.763,17.971,11.9439
MLA attention,_mla_decode_gluon.kd,1536,94.163,61.304,11.5041
MoE,_warp_decode_precomputed_situ_stage1_kernel.kd,5888,71.337,12.116,8.7153
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x128_MI16x16x1_SN_LDSB0_AFC0_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA256_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_1_MO40_NTn1_NTA4_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR0_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM8_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4.kd,5952,65.889,11.070,8.0497
dense GEMM,_rowcta_gemv_add3_kernel.kd,5888,62.154,10.556,7.5935
AttnRes,_attnres_combine_kernel.kd,11840,47.297,3.995,5.7784
MoE,_warp_decode_stage2_fp8_mxfp4_kernel.kd,5888,36.569,6.211,4.4677
KDA other,gluon_kda_fused_paged_decode_vmajor_gfx950.kd,4416,33.256,7.531,4.0629
dense GEMM,_kimi3_projection_gemv_kernel.kd,5888,29.741,5.051,3.6335
MoE,_decode_sigmoid_bias_topk_kernel.kd,5888,23.717,4.028,2.8975
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x128_MI16x16x1_SN_LDSB0_AFC0_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA256_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT1_1_MO40_NTn1_NTA4_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR0_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM8_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4.kd,4416,21.551,4.880,2.6330
MoE,_moe_partial_reduce.kd,5888,18.354,3.117,2.2423
elementwise,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char*, 3ul>) [clone .kd]",5504,16.929,3.076,2.0683
MLA attention,_mla_reduce_project_value_kernel.kd,1536,14.276,9.294,1.7441
rmsnorm,_rmsnorm_kernel.kd,5952,13.286,2.232,1.6231
MoE,_dynamic_fp8_single_pass_kernel.kd,5888,11.903,2.021,1.4542
other,gluon_mla_normalize_project_query_gfx950.kd,1536,10.344,6.734,1.2637
other,_mla_rope_set_kv_buffer_kernel.kd,1536,9.083,5.913,1.1097
dense GEMM,gluon_bmm_a16w16_gfx950.kd,1536,7.268,4.731,0.8879
AttnRes,_attnres_partial_kernel.kd,960,7.087,7.382,0.8658
dense GEMM,_rowcta_gemv_kernel.kd,512,5.501,10.744,0.6721
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x16x128_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_1_MO40_NTn1_NTA4_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK3_SKFTR0_SKXCCM8_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1.kd,64,3.510,54.843,0.4288
elementwise,__amd_rocclr_copyBuffer.kd,1269,3.465,2.730,0.4233
