category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
dense GEMM,_wmma_tdm_dense_largem_kernel.kd,3300,537.089,162.754,28.3819
MoE,_matmul.kd,1104,338.044,306.199,17.8636
input projections,gluon_latent_input_prefill_gfx1250.kd,552,201.750,365.490,10.6613
MLA attention,gluon_mla_prefill_gfx1250.kd,360,157.245,436.792,8.3095
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx1250.kd,552,154.668,280.196,8.1733
AttnRes,gluon_attn_res_fwd_gfx1250.kd,1309,148.884,113.739,7.8676
KDA other,gluon_kda_paged_prefill_preprocess_gfx1250.kd,552,53.999,97.824,2.8535
MoE,_weighted_topk_reduce_gfx1250_kernel.kd,644,36.451,56.602,1.9262
MoE,_matmul_decode.kd,184,23.527,127.863,1.2433
MoE,_precomputed_topk_route_large_stage2_gfx1250_kernel.kd,644,21.887,33.986,1.1566
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,559,18.901,33.812,0.9988
add3,_add3_kernel.kd,644,17.056,26.484,0.9013
KDA other,gluon_kda_paged_prefill_wu_vector_gfx1250.kd,552,16.202,29.352,0.8562
MoE,gluon_sigmoid_bias_topk_gfx1250.kd,644,15.352,23.839,0.8113
elementwise,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",1203,14.090,11.712,0.7446
KDA other,_causal_conv1d_fwd_kernel.kd,483,13.996,28.978,0.7396
MoE,_precomputed_topk_route_large_stage4_gfx1250_kernel.kd,644,13.330,20.699,0.7044
MoE,_precomputed_topk_route_large_stage1_gfx1250_kernel.kd,644,10.265,15.940,0.5425
input projections,_packed_input_projections_kernel.kd,92,8.213,89.276,0.4340
other,gluon_kda_paged_prefill_gfx1250.kd,552,7.906,14.322,0.4178
KDA other,gluon_kda_paged_prefill_solve_merge_gfx1250.kd,552,7.141,12.936,0.3773
other,_mla_nope_quantize_fp8_kernel.kd,168,6.914,41.155,0.3654
other,_fp8_quantize_kernel.kd,812,6.487,7.989,0.3428
rmsnorm,_rmsnorm_kernel.kd,644,6.428,9.982,0.3397
rmsnorm,_rmsnorm_gated_kernel.kd,483,5.284,10.939,0.2792
input projections,gluon_latent_input_prefill_situ_gfx1250.kd,552,5.236,9.486,0.2767
other,_fused_qkv_split_kernel.kd,483,5.051,10.459,0.2669
MoE,_sigmoid_mul_kernel.kd,168,4.827,28.732,0.2551
other,attn_merge_state_kernel.kd,192,4.812,25.062,0.2543
MLA attention,_mla_kv_pack_quantize_fp8_kernel.kd,192,3.789,19.736,0.2002
