category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,gluon_mxfp4_moe_stage1_kernel.kd,9016,5492.461,609.190,13.0136
input projections,gluon_latent_input_largem_gfx950.kd,9016,4189.550,464.679,9.9266
MoE,gluon_mxfp4_moe_stage2_1x2_kernel.kd,9016,4145.398,459.782,9.8219
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x208x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA512_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_13_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1.kd,7003,4111.669,587.130,9.7420
AttnRes,gluon_attn_res_fwd_gfx950.kd,18326,3389.926,184.979,8.0320
MLA attention,gluon_mla_prefill_gfx950.kd,5856,3331.461,568.897,7.8934
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT224x256x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA128_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT7_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1.kd,16833,2402.686,142.737,5.6928
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx950.kd,7866,2358.765,299.868,5.5888
dense GEMM,gluon_mm_a16w16_prefill_gfx950.kd,7640,2349.955,307.586,5.5679
MoE,gluon_mxfp4_moe_stage2_reduce_kernel.kd,9016,1955.772,216.922,4.6339
KDA other,gluon_kda_paged_prefill_preprocess_gfx950.kd,7866,943.621,119.962,2.2358
add3,_add3_kernel.kd,9016,760.468,84.346,1.8018
MoE,_gather_package_cdna4_scale_kernel.kd,9016,540.445,59.943,1.2805
