category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,_warp_decode_precomputed_situ_stage1_kernel.kd,5888,350.227,59.481,21.8814
MoE,_warp_decode_stage2_fp8_mxfp4_kernel.kd,5888,166.632,28.300,10.4108
MLA attention,_mla_decode_gluon.kd,1536,138.934,90.452,8.6803
AttnRes,gluon_attn_res_fwd_gfx950.kd,11968,117.421,9.811,7.3362
input projections,gluon_latent_input_small_batch_gfx950.kd,5888,116.567,19.797,7.2829
dense GEMM,gluon_mm_a16w16_medium_gfx950.kd,5888,99.066,16.825,6.1894
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x1024_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB2048_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_1_MO40_NTn1_NTA4_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM8_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4.kd,4416,92.123,20.861,5.7556
MoE,gluon_sigmoid_bias_topk_gfx950.kd,5888,58.596,9.952,3.6610
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x512_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_1_MO40_NTn1_NTA4_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM8_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4.kd,6016,54.511,9.061,3.4057
MoE,_dynamic_fp8_single_pass_kernel.kd,5888,53.750,9.129,3.3582
