category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
dense GEMM,_wmma_tdm_dense_largem_kernel.kd,46944,8451.100,180.025,28.2159
MoE,_matmul.kd,18032,5502.263,305.139,18.3705
input projections,gluon_latent_input_largem_gfx1250.kd,9016,3289.578,364.860,10.9830
MLA attention,gluon_mla_prefill_gfx1250.kd,5856,2736.777,467.346,9.1373
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx1250.kd,7866,2401.597,305.314,8.0183
AttnRes,gluon_attn_res_fwd_gfx1250.kd,18326,2376.512,129.680,7.9345
KDA other,gluon_kda_paged_prefill_preprocess_gfx1250.kd,7866,875.179,111.261,2.9220
MoE,_weighted_topk_reduce_gfx1250_kernel.kd,9016,569.845,63.204,1.9026
MoE,_precomputed_topk_route_large_stage2_gfx1250_kernel.kd,9016,312.205,34.628,1.0424
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,8036,304.273,37.864,1.0159
add3,_add3_kernel.kd,9016,272.412,30.214,0.9095
KDA other,gluon_kda_paged_prefill_wu_vector_gfx1250.kd,7866,248.769,31.626,0.8306
MoE,gluon_sigmoid_bias_topk_gfx1250.kd,9016,240.806,26.709,0.8040
KDA other,_causal_conv1d_fwd_kernel.kd,6762,223.756,33.090,0.7471
