category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
dense GEMM,_wmma_tdm_dense_largem_kernel.kd,3300,534.067,161.838,28.1446
MoE,_matmul.kd,1104,338.115,306.264,17.8182
input projections,gluon_latent_input_largem_gfx1250.kd,552,200.966,364.069,10.5906
MLA attention,gluon_mla_prefill_gfx1250.kd,360,156.556,434.879,8.2503
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx1250.kd,552,155.731,282.121,8.2068
AttnRes,gluon_attn_res_fwd_gfx1250.kd,1309,149.420,114.148,7.8742
KDA other,gluon_kda_paged_prefill_preprocess_gfx1250.kd,552,55.458,100.468,2.9226
MoE,_weighted_topk_reduce_gfx1250_kernel.kd,644,35.729,55.480,1.8829
MoE,_matmul_decode.kd,184,23.447,127.430,1.2356
MoE,_precomputed_topk_route_large_stage2_gfx1250_kernel.kd,644,22.018,34.189,1.1603
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,559,19.625,35.107,1.0342
add3,_add3_kernel.kd,644,17.049,26.474,0.8985
KDA other,gluon_kda_paged_prefill_wu_vector_gfx1250.kd,552,15.675,28.396,0.8260
MoE,gluon_sigmoid_bias_topk_gfx1250.kd,644,15.509,24.083,0.8173
KDA other,_causal_conv1d_fwd_kernel.kd,483,14.345,29.700,0.7560
